RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,77,318.0,2,172,16,0,0,100,15.0,7,8,17,2,29,0.0,0,0,48.0,100.0,9.0,2.0,2.0,92.0
1,55,89.0,18,45,13,2,2,87,2.0,0,2,15,0,13,0.0,0,0,37.0,68.5286090866801,3.0,1.0,1.0,57.0
1,65,142.0,3,69,15,0,0,93,5.0,4,6,15,1,27,0.0,0,0,25.0,68.5286090866801,4.0,1.0,3.0,50.0
0,77,85.0,20,56,14,0,0,100,15.0,7,8,15,0,27,0.0,0,0,21.0,68.5286090866801,5.0,1.0,1.0,75.0
0,64,98.0,3,50,31,0,0,97,14.0,6,6,32,3,56,0.0,2,2,46.0,21.0,4.0,6.0,1.0,83.0
1,67,258.0,1,101,60,0,0,95,27.0,6,6,61,4,33,0.0,9,8,36.0,62.0,7.0,3.0,0.0,59.0
0,74,270.0,11,105,10,0,0,80,15.0,6,6,10,1,90,0.0,0,0,34.862218549886386,68.5286090866801,0.0,4.0,1.0920840064620356,80.0
1,75,196.0,4,59,32,0,0,100,15.0,7,8,32,5,50,0.0,0,0,11.0,84.0,4.0,3.0,0.0,44.0
1,68,207.0,6,69,20,1,1,90,8.0,4,2,21,2,33,0.0,0,0,75.0,85.0,5.0,3.0,2.0,80.0
1,61,132.0,8,69,3,1,1,80,12.0,6,2,5,2,100,0.0,0,0,34.862218549886386,94.0,4.101935749588138,2.0,1.0920840064620356,100.0
1,86,70.0,9,39,10,0,0,100,15.0,7,8,10,1,10,0.0,0,0,0.0,68.5286090866801,1.0,1.0,0.0,22.0
0,86,323.0,30,148,25,0,0,96,65.0,6,6,25,0,28,0.0,0,0,2.0,12.0,6.0,2.0,0.0,67.0
0,79,161.0,8,83,17,0,0,100,15.0,7,8,19,2,42,0.0,1,1,13.0,68.5286090866801,5.0,1.0,1.0,86.0
0,82,115.0,5,57,19,1,0,95,72.0,6,5,21,2,24,0.0,6,6,9.0,68.5286090866801,2.0,2.485067169978905,0.0,20.0
1,58,118.0,5,48,23,3,2,73,15.0,6,5,28,7,77,0.0,1,1,2.0,100.0,1.0,3.0,1.0920840064620356,80.0
1,57,123.0,13,56,11,2,0,64,4.0,3,5,14,0,71,0.0,8,8,61.0,72.0,1.0,5.0,0.0,86.0
1,73,153.0,0,75,17,0,0,100,15.0,7,8,18,4,33,0.0,2,2,87.0,95.0,2.0,2.0,1.0,57.0
0,76,201.0,13,87,18,0,0,100,15.0,7,8,18,0,22,0.0,0,0,75.0,83.0,2.0,2.0,1.0,67.0
1,60,188.0,31,136,12,1,0,65,4.0,4,5,17,0,47,0.0,3,3,51.0,54.0,4.0,2.0,1.0,100.0
1,69,243.0,6,79,14,0,0,100,15.0,7,8,16,1,44,0.0,1,1,85.0,93.0,5.0,1.0,1.0,100.0
1,80,304.0,18,117,30,0,0,100,15.0,6,8,32,0,25,0.0,0,0,49.0,55.0,8.0,2.0,0.0,67.0
0,70,137.0,50,89,8,0,0,100,15.0,7,8,9,0,22,0.0,0,0,100.0,68.5286090866801,3.0,2.485067169978905,2.0,100.0
1,60,107.0,7,51,24,0,0,100,15.0,7,8,24,1,42,0.0,3,3,64.0,50.0,8.0,3.0,5.0,79.0
1,75,273.0,0,74,21,1,1,92,11.0,0,2,26,3,62,0.0,4,4,3.0,75.0,3.0,1.0,1.0,67.0
0,88,210.0,2,103,25,0,0,100,15.0,7,8,26,1,31,0.0,0,0,27.0,68.5286090866801,1.0,1.0,0.0,25.0
1,60,142.0,18,82,12,3,2,59,5.0,4,4,18,0,47,0.0,2,2,2.0,19.0,1.0,2.0,1.0920840064620356,75.0
0,60,132.0,15,69,21,5,5,81,10.0,2,4,27,0,44,0.0,0,0,54.0,89.0,1.0,7.0,0.0,100.0
1,64,57.0,11,39,10,1,0,75,20.0,6,5,13,1,42,0.0,1,1,68.0,88.0,2.0,4.0,1.0,86.0
1,71,76.0,5,34,9,0,0,89,37.0,6,6,9,4,11,0.0,0,0,53.0,68.5286090866801,4.0,2.485067169978905,1.0,67.0
0,73,209.0,11,84,22,1,0,87,29.0,6,5,23,1,43,0.0,1,1,6.0,84.0,2.0,2.0,1.0,31.0
0,79,200.0,5,86,26,0,0,100,15.0,5,8,30,1,67,0.0,1,1,57.0,97.0,4.0,2.0,1.0,100.0
0,61,274.0,7,103,27,0,0,79,2.0,4,6,29,1,17,0.0,0,0,33.0,47.0,11.0,2.0,3.0,76.0
1,76,136.0,1,57,20,0,0,100,15.0,7,8,21,2,33,0.0,0,0,44.0,68.5286090866801,5.0,1.0,1.0,60.0
1,64,144.0,2,63,18,2,2,85,72.0,5,3,21,3,50,0.0,6,6,60.0,80.0,2.0,5.0,1.0,78.0
1,59,32.0,10,23,3,1,1,100,15.0,7,8,4,1,67,0.0,1,1,90.0,68.5286090866801,1.0,1.0,1.0,100.0
1,80,318.0,4,74,22,0,0,100,15.0,6,8,22,5,77,0.0,8,8,7.0,91.0,2.0,3.0,0.0,83.0
1,68,87.0,4,44,20,0,0,85,18.0,6,6,20,3,20,0.0,4,4,24.0,68.5286090866801,8.0,2.0,0.0,77.0
1,72,139.0,6,51,11,0,0,91,15.0,6,6,11,2,91,0.0,0,0,34.862218549886386,80.0,4.101935749588138,3.0,1.0920840064620356,100.0
0,82,589.0,3,213,6,0,0,100,15.0,7,8,6,2,17,0.0,1,1,30.0,68.5286090866801,3.0,2.485067169978905,1.0,60.0
1,76,138.0,5,48,20,0,0,100,15.0,7,8,20,2,35,0.0,0,0,40.0,72.0,2.0,2.0,1.0,50.0
1,75,175.0,2,70,13,1,0,93,51.0,6,2,15,1,53,0.0,1,1,57.0,79.0,1.0,3.0,1.0920840064620356,57.0
1,65,53.0,4,27,16,0,0,100,15.0,7,8,16,5,44,0.0,2,2,73.0,79.0,5.0,4.0,2.0,100.0
1,69,300.0,13,95,27,2,1,90,5.0,4,3,31,0,39,0.0,1,1,41.0,67.0,3.0,3.0,1.0,75.0
0,69,402.0,26,139,15,0,0,93,4.0,4,6,15,0,53,0.0,2,2,46.0,68.0,5.0,2.0,0.0,100.0
0,81,93.0,13,50,9,0,0,100,15.0,7,8,9,0,11,0.0,0,0,23.0,68.5286090866801,2.0,1.0,0.0,60.0
1,68,335.0,8,148,18,0,0,100,15.0,7,8,18,1,22,0.0,1,1,89.0,73.0,9.0,1.0,7.0,91.0
1,77,277.0,6,71,10,0,0,90,15.0,6,6,10,2,40,0.0,2,2,0.0,78.0,0.0,2.0,1.0920840064620356,33.0
1,55,108.0,6,42,18,1,1,83,1.0,4,6,18,1,50,0.0,9,9,83.0,62.0,7.0,2.0,4.0,90.0
1,72,152.0,2,62,9,1,1,100,15.0,7,8,11,2,40,0.0,0,0,28.0,68.5286090866801,1.0,1.0,0.0,40.0
1,57,285.0,2,106,17,1,1,68,3.0,4,6,20,1,37,0.0,2,2,63.0,62.0,6.0,3.0,1.0,82.0
0,73,445.0,15,125,12,0,0,83,21.0,6,6,12,0,42,0.0,1,1,55.0,68.5286090866801,4.0,1.0,1.0,100.0
0,87,483.0,7,222,12,0,0,100,15.0,7,8,12,1,17,0.0,0,0,1.0,94.0,1.0,1.0,0.0,25.0
1,70,156.0,3,76,16,0,0,100,15.0,7,8,16,3,69,0.0,0,0,96.0,46.0,1.0,3.0,1.0920840064620356,67.0
1,64,184.0,6,130,5,1,1,83,2.0,0,2,6,1,0,0.0,0,0,10.0,68.5286090866801,1.0,2.485067169978905,0.0,40.0
1,64,187.0,16,85,16,0,0,78,4.0,4,6,18,0,17,0.0,0,0,52.0,68.5286090866801,6.0,1.0,2.0,64.0
0,64,155.0,6,61,12,1,1,93,42.0,5,2,14,1,50,0.0,5,4,92.0,97.0,5.0,2.0,2.0,100.0
0,78,313.0,4,80,24,0,0,100,15.0,7,8,24,2,42,0.0,0,0,25.0,62.0,5.0,2.0,2.0,58.0
1,79,132.0,4,57,18,2,1,90,40.0,6,3,20,2,35,0.0,1,1,14.0,86.0,2.0,2.0,0.0,80.0
1,67,121.0,11,40,14,0,0,100,15.0,7,8,15,1,87,0.0,1,1,104.0,34.0,1.0,1.0,1.0,100.0
0,86,369.0,11,80,20,0,0,100,15.0,7,8,20,1,35,0.0,0,0,12.0,68.5286090866801,1.0,1.0,0.0,33.0
1,69,51.0,13,27,4,0,0,100,15.0,7,8,4,0,75,0.0,0,0,97.0,68.5286090866801,1.0,1.0,1.0920840064620356,100.0
0,63,189.0,11,68,22,1,0,91,34.0,6,5,23,1,43,0.0,0,0,74.0,68.5286090866801,7.0,2.0,3.0,69.0
1,84,138.0,5,74,24,0,0,96,30.0,6,6,28,1,57,0.0,1,1,5.0,68.5286090866801,3.0,1.0,0.0,57.0
1,59,208.0,18,88,28,0,0,96,22.0,6,6,28,0,25,0.0,1,1,82.0,76.0,7.0,2.0,6.0,83.0
0,82,168.0,16,94,10,0,0,100,15.0,7,8,11,0,45,0.0,0,0,34.862218549886386,68.5286090866801,1.0,1.0,1.0920840064620356,100.0
1,66,161.0,7,77,9,4,4,90,79.0,6,2,11,2,40,0.0,1,1,73.0,68.5286090866801,4.0,1.0,1.0,83.0
1,54,90.0,6,37,13,2,2,86,7.0,2,4,15,1,57,0.0,0,0,66.0,58.0,4.0,5.0,1.0,90.0
0,81,165.0,12,95,17,0,0,100,15.0,7,8,18,0,50,0.0,0,0,21.0,29.0,2.0,2.0,1.0,80.0
1,64,153.0,8,55,8,2,2,78,7.0,4,4,9,2,22,0.0,0,0,28.0,68.5286090866801,4.0,1.0,0.0,71.0
0,81,189.0,3,68,41,0,0,100,15.0,5,8,43,3,37,0.0,6,6,27.0,95.0,3.0,3.0,0.0,86.0
1,76,56.0,7,39,6,0,0,100,15.0,7,8,6,1,17,0.0,0,0,21.0,22.0,3.0,1.0,1.0,67.0
1,74,183.0,3,75,13,0,0,100,15.0,7,8,13,2,31,0.0,4,4,75.0,65.0,4.0,3.0,2.0,88.0
0,81,339.0,3,108,23,0,0,100,15.0,7,8,24,2,46,0.0,0,0,33.0,63.0,4.0,4.0,1.0,80.0
1,80,168.0,1,83,21,0,0,91,25.0,6,6,23,2,35,0.0,2,2,8.0,62.0,3.0,3.0,0.0,55.0
1,58,178.0,13,78,39,2,2,79,7.0,4,2,43,0,42,0.0,6,5,40.0,79.0,6.0,3.0,1.0,64.0
0,87,278.0,48,143,6,0,0,100,15.0,7,8,6,0,0,0.0,0,0,12.0,68.5286090866801,3.0,2.485067169978905,0.0,100.0
0,69,98.0,1,37,8,0,0,100,15.0,7,8,12,5,42,0.0,2,2,51.0,91.0,3.0,2.0,1.0,71.0
0,85,175.0,42,109,21,0,0,100,15.0,7,8,23,0,35,0.0,0,0,19.0,68.5286090866801,2.0,1.0,0.0,75.0
1,65,259.0,39,121,8,1,1,67,5.0,4,2,9,0,11,0.0,1,1,34.0,68.5286090866801,3.0,2.485067169978905,1.0920840064620356,60.0
1,81,184.0,7,83,15,0,0,100,15.0,5,8,16,3,44,0.0,2,2,53.0,68.5286090866801,2.0,1.0,0.0,75.0
0,80,101.0,3,55,23,0,0,100,15.0,7,8,23,1,17,0.0,1,1,1.0,68.5286090866801,6.0,2.0,1.0,67.0
1,59,85.0,2,43,16,0,0,94,56.0,6,6,17,2,24,0.0,6,6,70.0,89.0,7.0,3.0,4.0,83.0
0,69,50.0,5,32,15,0,0,100,15.0,7,8,16,1,50,0.0,2,2,55.0,68.0,5.0,1.0,1.0,67.0
0,59,178.0,16,87,16,4,2,71,19.0,6,4,22,0,48,0.0,2,2,96.0,59.0,2.0,3.0,1.0,75.0
1,91,494.0,6,173,15,0,0,100,15.0,7,8,15,1,0,0.0,0,0,1.0,68.5286090866801,2.0,2.485067169978905,0.0,29.0
0,79,192.0,16,88,19,0,0,100,15.0,7,8,20,0,45,0.0,2,2,47.0,68.5286090866801,1.0,2.485067169978905,1.0,20.0
0,69,125.0,2,50,32,0,0,97,32.0,6,6,34,4,32,0.0,1,1,44.0,83.0,6.0,3.0,2.0,53.0
1,65,135.0,6,64,15,2,2,65,2.0,1,2,17,2,18,0.0,0,0,3.0,68.5286090866801,2.0,1.0,0.0,50.0
0,93,425.0,63,179,6,0,0,100,15.0,9,8,6,0,33,0.0,0,0,0.0,68.5286090866801,0.0,2.485067169978905,1.0920840064620356,0.0
1,62,124.0,1,52,23,0,0,88,1.0,4,6,24,4,13,0.0,0,0,8.0,77.0,4.0,2.0,0.0,33.0
1,71,109.0,16,48,26,0,0,100,15.0,7,8,27,0,26,0.0,3,3,26.0,64.0,4.0,2.0,1.0,38.0
1,78,312.0,29,176,6,1,0,86,62.0,6,5,7,0,14,0.0,0,0,37.0,68.5286090866801,1.0,2.485067169978905,0.0,50.0
1,69,87.0,5,35,15,0,0,67,12.0,6,6,15,2,60,0.0,2,2,0.0,76.0,1.0,2.0,1.0920840064620356,50.0
0,86,285.0,6,98,21,0,0,100,15.0,7,8,23,1,48,0.0,3,3,14.0,86.0,2.0,2.0,0.0,57.0
1,66,159.0,16,81,24,0,0,100,15.0,7,8,25,0,12,0.0,1,1,81.0,68.5286090866801,15.0,2.485067169978905,9.0,83.0
1,54,117.0,7,63,18,2,1,77,3.0,4,5,23,1,41,0.0,0,0,26.0,93.0,3.0,2.0,1.0,50.0
1,69,127.0,7,64,31,0,0,97,12.0,5,6,32,3,28,0.0,8,8,74.0,69.0,7.0,2.0,3.0,75.0
1,68,183.0,15,65,14,0,0,75,8.0,4,6,16,0,56,0.0,0,0,75.0,68.5286090866801,4.0,1.0,1.0,71.0
0,91,378.0,69,275,4,0,0,100,15.0,7,8,4,0,0,0.0,1,0,4.0,68.5286090866801,1.0,2.485067169978905,0.0,33.0
1,70,155.0,7,79,11,2,1,73,36.0,6,3,15,1,67,0.0,0,0,34.0,68.5286090866801,1.0,1.0,0.0,100.0
1,59,30.0,2,12,2,1,1,100,15.0,7,8,4,2,33,0.0,4,4,40.0,68.5286090866801,1.0,1.0,0.0,67.0
0,59,162.0,5,85,19,0,0,85,2.0,4,6,20,2,35,0.0,0,0,89.0,68.5286090866801,8.0,1.0,2.0,90.0
1,63,97.0,9,44,9,7,6,71,58.0,6,2,17,4,29,0.0,4,4,69.0,68.5286090866801,1.0,1.0,1.0,50.0
1,67,152.0,21,97,25,1,1,96,15.0,5,7,26,0,35,0.0,7,6,59.0,68.5286090866801,7.0,1.0,2.0,67.0
1,78,246.0,17,109,15,0,0,100,15.0,7,8,15,0,40,0.0,0,0,71.0,68.5286090866801,2.0,1.0,2.0,43.0
1,65,178.0,11,61,19,0,0,100,15.0,7,8,19,1,58,0.0,1,1,93.0,73.0,6.0,4.0,4.0,91.0
0,74,65.0,2,34,6,0,0,100,15.0,7,8,9,2,11,0.0,3,3,56.0,100.0,2.0,1.0,1.0,75.0
0,75,91.0,3,39,19,0,0,100,15.0,7,8,19,2,37,0.0,4,4,27.0,62.0,3.0,5.0,0.0,80.0
1,77,278.0,0,73,15,0,0,94,38.0,6,6,16,2,31,0.0,0,0,22.0,68.5286090866801,6.0,1.0,2.0,64.0
1,64,363.0,8,150,12,0,0,93,6.0,4,6,14,1,36,0.0,0,0,69.0,64.0,4.0,1.0,2.0,83.0
1,73,141.0,8,75,19,0,0,100,15.0,7,8,19,1,42,0.0,0,0,99.0,91.0,1.0,2.0,1.0,100.0
1,60,240.0,60,135,11,1,1,67,4.0,4,6,13,0,8,0.0,4,4,20.0,68.5286090866801,4.0,2.485067169978905,1.0,67.0
1,65,165.0,7,67,26,1,1,93,4.0,4,4,27,2,15,0.0,0,0,32.0,93.0,12.0,3.0,1.0,75.0
0,86,326.0,6,90,32,0,0,100,15.0,6,8,37,2,51,0.0,0,0,4.0,80.0,4.0,3.0,1.0,64.0
1,62,118.0,6,56,13,1,1,73,5.0,4,6,16,1,33,0.0,1,1,39.0,18.0,2.0,2.0,0.0,80.0
1,74,185.0,7,79,25,0,0,100,15.0,7,8,25,3,44,0.0,1,1,47.0,93.0,7.0,3.0,2.0,67.0
1,70,116.0,12,62,14,2,1,83,14.0,6,4,18,0,17,0.0,2,2,70.0,68.5286090866801,5.0,1.0,2.0,88.0
1,70,196.0,2,56,25,0,0,100,15.0,7,8,27,4,30,0.0,3,3,34.0,79.0,4.0,4.0,1.0,47.0
0,66,173.0,8,58,17,2,1,85,2.0,0,2,20,4,45,0.0,0,0,7.0,68.0,3.0,2.0,0.0,75.0
0,73,138.0,5,76,5,1,1,75,25.0,6,4,8,1,63,0.0,2,2,0.0,92.0,0.0,2.0,1.0920840064620356,67.0
1,56,115.0,4,68,16,10,10,48,5.0,0,2,33,2,30,0.0,24,24,19.0,74.0,1.0,4.0,1.0,56.0
0,87,140.0,16,79,16,0,0,100,15.0,7,8,17,0,18,0.0,0,0,3.0,68.5286090866801,1.0,1.0,0.0,22.0
1,68,132.0,2,60,19,1,1,100,15.0,6,8,20,2,35,0.0,2,2,43.0,95.0,6.0,2.0,0.0,89.0
1,75,121.0,5,59,25,0,0,100,15.0,6,8,25,2,40,0.0,5,5,89.0,95.0,2.0,2.0,2.0,67.0
1,66,198.0,3,46,10,0,0,90,19.0,6,6,11,2,60,0.0,3,3,60.0,86.0,2.0,2.0,1.0,67.0
0,76,150.0,7,70,33,0,0,97,15.0,6,6,33,1,27,0.0,0,0,32.0,45.0,5.0,4.0,1.0,64.0
1,68,350.0,14,88,10,4,3,92,79.0,0,5,13,0,42,0.0,3,3,29.0,68.5286090866801,4.0,1.0,0.0,83.0
1,68,359.0,9,98,21,0,0,81,4.0,4,6,21,1,43,0.0,0,0,26.0,76.0,4.0,4.0,0.0,67.0
0,72,131.0,7,57,24,0,0,100,15.0,7,8,24,2,25,0.0,0,0,28.0,42.0,6.0,2.0,2.0,50.0
1,64,139.0,3,40,23,0,0,100,15.0,7,8,23,4,43,0.0,0,0,73.0,73.0,5.0,5.0,1.0,91.0
1,56,4.0,4,4,1,1,1,100,15.0,7,8,2,1,100,0.0,2,1,34.862218549886386,100.0,4.101935749588138,1.0,1.0920840064620356,100.0
0,88,161.0,7,92,24,0,0,100,15.0,7,8,25,1,40,0.0,0,0,11.0,68.5286090866801,2.0,1.0,0.0,43.0
1,62,62.0,5,40,13,1,1,79,9.0,2,4,14,1,50,0.0,0,0,66.0,89.0,3.0,2.0,1.0,71.0
0,60,132.0,15,73,18,2,1,81,7.0,4,3,21,0,38,0.0,0,0,55.0,68.0,3.0,2.0,3.0,56.0
0,72,224.0,23,91,23,1,0,96,49.0,6,5,24,0,29,0.0,0,0,48.0,60.0,3.0,2.0,0.0,56.0
1,64,120.0,3,44,2,1,1,67,74.0,6,2,3,2,0,0.0,2,2,44.0,68.5286090866801,2.0,2.485067169978905,1.0,100.0
1,71,80.0,6,45,27,0,0,100,15.0,7,8,27,1,33,0.0,0,0,43.0,96.0,3.0,3.0,1.0,46.0
0,81,183.0,21,88,27,0,0,100,15.0,7,8,28,0,29,0.0,2,2,9.0,32.0,4.0,2.0,1.0,60.0
1,60,59.0,3,31,14,0,0,93,15.0,6,6,14,4,36,0.0,5,4,57.0,48.0,8.0,4.0,1.0,100.0
1,73,124.0,1,31,9,0,0,91,78.0,6,6,11,5,45,0.0,2,2,10.0,94.0,2.0,2.0,1.0920840064620356,67.0
1,52,169.0,4,87,32,0,0,84,5.0,4,6,37,4,32,0.0,3,3,92.0,68.5286090866801,7.0,2.0,3.0,83.0
1,79,334.0,2,76,21,0,0,100,15.0,7,8,22,4,27,0.0,3,3,35.0,88.0,6.0,2.0,1.0,73.0
0,74,158.0,13,72,27,0,0,100,15.0,7,8,27,0,41,0.0,0,0,70.0,62.0,3.0,2.0,2.0,63.0
0,79,144.0,13,55,22,0,0,100,15.0,7,8,22,0,41,0.0,0,0,42.0,56.0,2.0,4.0,0.0,60.0
1,75,224.0,4,63,18,1,0,84,10.0,4,5,19,5,26,0.0,0,0,15.0,68.5286090866801,4.0,1.0,1.0,56.0
1,51,162.0,35,73,4,1,1,50,1.0,2,4,6,0,33,0.0,0,0,43.0,11.0,1.0,1.0,0.0,50.0
1,63,208.0,3,42,8,0,0,100,15.0,7,8,8,3,88,0.0,3,2,165.0,92.0,1.0,4.0,1.0920840064620356,100.0
1,62,89.0,4,30,17,0,0,100,15.0,7,8,17,3,47,0.0,0,0,82.0,75.0,7.0,3.0,4.0,100.0
1,59,137.0,8,62,16,1,1,100,15.0,7,8,18,3,59,0.0,1,1,58.0,93.0,2.0,1.0,1.0,100.0
0,78,176.0,2,64,27,1,0,93,15.0,6,5,29,2,24,0.0,3,3,12.0,94.0,4.0,2.0,0.0,40.0
1,59,134.0,17,83,8,2,0,42,1.0,4,5,12,0,67,0.0,3,3,77.0,68.5286090866801,1.0,1.0,1.0,100.0
0,78,284.0,3,81,30,0,0,100,15.0,6,8,32,3,50,0.0,1,1,43.0,24.0,6.0,2.0,0.0,89.0
0,85,259.0,7,78,11,0,0,100,15.0,7,8,11,1,36,0.0,0,0,6.0,86.0,2.0,2.0,0.0,50.0
1,60,63.0,4,21,16,0,0,88,39.0,5,6,16,5,38,0.0,5,5,74.0,94.0,6.0,4.0,1.0,92.0
1,55,25.0,5,10,5,0,0,100,15.0,7,8,6,4,17,0.0,1,1,97.0,36.0,4.0,1.0,3.0,100.0
0,73,131.0,6,54,11,0,0,100,15.0,7,8,11,1,27,0.0,2,2,76.0,98.0,5.0,1.0,2.0,100.0
0,68,94.0,2,44,13,1,1,89,16.0,6,4,19,5,42,0.0,3,3,7.0,100.0,2.0,3.0,0.0,50.0
1,65,330.0,1,113,17,2,2,89,25.0,6,6,21,2,16,0.0,1,1,54.0,100.0,5.0,1.0,2.0,78.0
1,58,158.0,5,67,9,0,0,82,4.0,4,6,11,1,45,0.0,1,1,76.0,57.0,2.0,2.0,1.0,80.0
1,69,187.0,2,88,11,0,0,100,15.0,7,8,15,2,53,0.0,2,2,86.0,68.5286090866801,4.0,1.0,3.0,100.0
0,81,199.0,4,94,36,0,0,100,15.0,7,8,36,2,53,0.0,4,4,9.0,11.0,2.0,7.0,0.0,50.0
1,63,285.0,1,65,37,10,9,85,56.0,5,2,52,3,55,0.0,14,13,16.0,80.0,5.0,9.0,0.0,74.0
0,77,216.0,4,91,39,0,0,100,15.0,7,8,41,3,29,0.0,3,3,46.0,83.0,8.0,5.0,0.0,68.0
0,85,346.0,3,68,35,0,0,97,15.0,6,6,39,7,36,0.0,3,3,1.0,64.0,1.0,3.0,0.0,25.0
1,60,104.0,26,45,3,2,1,50,3.0,4,2,8,0,50,0.0,2,2,29.0,39.0,1.0,2.0,0.0,100.0
1,66,278.0,8,66,6,2,0,75,45.0,6,5,8,2,75,0.0,4,4,47.0,86.0,1.0,2.0,0.0,100.0
0,80,323.0,12,149,14,0,0,100,15.0,7,8,14,0,14,0.0,0,0,70.0,68.5286090866801,2.0,1.0,0.0,100.0
0,89,423.0,18,110,13,0,0,100,15.0,7,8,13,0,15,0.0,0,0,2.0,59.0,2.0,1.0,0.0,43.0
1,58,264.0,13,78,24,0,0,92,1.0,4,6,25,0,28,0.0,5,4,70.0,23.0,13.0,2.0,5.0,94.0
1,65,77.0,13,52,11,3,3,83,44.0,6,4,14,0,58,0.0,0,0,71.0,68.5286090866801,2.0,1.0,2.0,60.0
1,75,159.0,8,71,12,0,0,83,18.0,6,6,12,1,42,0.0,1,1,0.0,100.0,0.0,2.0,1.0920840064620356,67.0
0,93,366.0,19,193,7,0,0,100,15.0,7,8,8,0,13,0.0,0,0,1.0,68.5286090866801,2.0,2.485067169978905,0.0,33.0
1,68,144.0,7,45,10,0,0,100,15.0,7,8,10,2,50,0.0,2,2,89.0,71.0,3.0,2.0,2.0,83.0
0,69,111.0,20,65,14,2,2,93,35.0,6,6,17,0,33,0.0,0,0,11.0,73.0,1.0,1.0,1.0920840064620356,67.0
1,66,145.0,22,74,10,0,0,82,15.0,6,6,11,0,27,0.0,1,1,74.0,68.5286090866801,3.0,1.0,2.0,80.0
1,60,330.0,10,162,18,2,0,83,2.0,3,5,23,1,22,0.0,1,1,70.0,46.0,7.0,2.0,2.0,91.0
1,61,231.0,1,80,29,1,1,97,19.0,6,4,31,4,42,0.0,6,5,51.0,81.0,7.0,5.0,3.0,63.0
1,63,198.0,2,54,19,0,0,90,1.0,4,6,20,4,60,0.0,0,0,72.0,68.0,3.0,4.0,2.0,88.0
1,81,131.0,16,59,19,1,0,90,15.0,6,5,20,0,30,0.0,0,0,3.0,68.5286090866801,1.0,1.0,0.0,25.0
0,64,298.0,2,60,28,0,0,90,3.0,4,6,29,2,45,0.0,0,0,31.0,85.0,6.0,3.0,1.0,69.0
1,64,283.0,18,94,30,2,0,88,3.0,3,5,33,0,33,0.0,2,1,31.0,86.0,10.0,2.0,1.0,75.0
1,67,158.0,0,51,28,0,0,97,15.0,6,6,29,1,45,0.0,2,2,44.0,42.0,5.0,1.0,3.0,67.0
0,71,270.0,9,128,20,0,0,100,15.0,7,8,20,1,50,0.0,1,1,95.0,80.0,4.0,4.0,3.0,89.0
1,80,174.0,19,94,20,0,0,100,15.0,7,8,20,0,25,0.0,1,1,55.0,61.0,7.0,2.0,1.0,90.0
1,64,192.0,1,76,22,0,0,96,16.0,6,6,25,2,32,0.0,0,0,67.0,64.0,6.0,4.0,4.0,77.0
0,57,167.0,3,58,22,2,0,88,10.0,4,5,24,3,33,0.0,2,2,69.0,57.0,7.0,2.0,2.0,67.0
1,63,316.0,16,92,27,0,0,85,31.0,6,6,27,0,30,0.0,1,1,76.0,65.0,11.0,3.0,5.0,74.0
1,66,105.0,6,41,13,0,0,85,3.0,4,6,13,3,54,0.0,2,2,36.0,94.0,1.0,3.0,0.0,80.0
1,58,71.0,2,32,17,0,0,94,2.0,4,6,18,3,28,0.0,2,2,69.0,77.0,6.0,2.0,4.0,67.0
1,61,169.0,41,82,10,1,0,64,1.0,4,5,11,0,18,0.0,0,0,85.0,68.5286090866801,1.0,1.0,1.0,67.0
1,60,134.0,4,55,38,0,0,92,5.0,4,6,39,6,46,0.0,0,0,42.0,53.0,11.0,5.0,2.0,89.0
1,68,168.0,6,76,18,0,0,94,7.0,4,6,18,3,28,0.0,2,2,33.0,77.0,3.0,2.0,1.0,63.0
0,89,355.0,19,117,18,0,0,100,15.0,7,8,18,0,17,0.0,0,0,1.0,68.5286090866801,1.0,2.485067169978905,0.0,10.0
0,80,174.0,9,83,20,0,0,95,15.0,6,6,21,1,43,0.0,0,0,34.862218549886386,68.5286090866801,1.0,1.0,0.0,100.0
1,75,127.0,10,54,16,0,0,94,47.0,6,6,16,1,44,0.0,6,6,4.0,17.0,2.0,3.0,1.0,56.0
1,52,141.0,16,75,22,9,6,75,18.0,0,2,29,0,39,0.0,4,4,61.0,73.0,3.0,2.0,0.0,71.0
1,75,138.0,18,61,10,1,0,73,13.0,6,5,11,0,18,0.0,1,0,0.0,68.5286090866801,1.0,1.0,1.0,50.0
0,73,196.0,14,85,31,0,0,97,23.0,6,6,33,0,42,0.0,0,0,53.0,68.5286090866801,4.0,1.0,1.0,100.0
1,61,261.0,7,95,28,0,0,89,7.0,4,6,28,1,39,0.0,1,1,67.0,68.0,10.0,3.0,3.0,93.0
0,76,254.0,8,85,16,0,0,100,15.0,7,8,16,2,31,0.0,0,0,49.0,94.0,2.0,3.0,2.0,71.0
